"id","title","tnff_year","location","category","release_date","duration_mins","language","director","producer","synopsis","director_bio","film_img_url","director_img_url","other_info"
75,"Buwega Maanatuna (The Spinner of Flights)","2012","Nepal","Documentary","2011",22,"Newari and Nepali with English Subtitles","Loonibha Tuladhar","Loonibha Tuladhar","This beautiful film centres on the life of Meera Sthapit, who is a spindle-maker and has produced thousands of spindles that launch colourful kites into the Kathmandu sky every autumn. The film is in Newari language spoken by Newars who are indigenous to Kathmandu valley. In the face of Nepal’s rapidly changing cultural landscape, Meera’s moored life is about to soar into the sky and fly freely like a kite.","Loonibha Tuladhar is currently pursuing her MA in Rural Development and believes that theatre can bring change in society. She has been working on BBC radio dramas since 2010, while also teaching theatre and taking street plays to different parts of the country. Her first film was Samali, the Escort.","https://tnff-static.tnff.ca/tnff-2012/buwega-maanatuna/SpinnerOfFlights_6.jpg",,"Previous Screening and Awards  Special Mention, Nepal International Indigenous Film Festival, Kathmandu, 2011 ImagineNATIVE Film Festival, Toronto, Canada, 2011"
32,"Butte Jama (Striped Skirt)","2016","Nepal","Short","2014",14,"Nepali and Tajpuria with English Subtitles","Kala Sangroula","Om Agrawal","Baishakhi is a sweet little girl who lives with her grandmother in a Tajpuria village in the eastern plains of Nepal. Like some of her friends in the village, Baishaki wishes for a skirt with beautiful floral patterns. ","Kala Sangrula was born in Jhapa in the eastern plains of Nepal. She studied film at Tribhuvan University in Kathmandu and received Bachelor degree in 2013. She has been part of different theatres in Kathmandu including Gantabya, Gurukul, Mandala and Space. She has also taught drama in different schools in Kathmandu including Apex Life, Bridgewater, Sunrise and British Gorkha.","https://tnff-static.tnff.ca/tnff-2016/butte-jama/butte-jama.jpeg",,"Previous Screenings: 2014	Eka Deshma - Festival De' Contemporary Cinema, Kathmandu  2014	Kathmandu International Mountain Film Festival (KIMFF) "
29,"Machha Ko Sapana (Gills and Fins)","2016","Nepal","Fiction","2015",21,"Nepali with English Subtitles","Sanjay Chaulagain","Umesh Pandey","Two young characters have migrated to the metropolis Kathmandu. In the hustle and bustle of the city, they exist anonymously. As they anxiously struggle through their urban existence, will their parallel lives intersect?","Sanjay Chaulagain was born in Sindhuli, Nepal. He is self-taught filmmaker currently making short films.","https://tnff-static.tnff.ca/tnff-2016/maccha-ko-sapana/maccha-ko-sapana-1.jpg","https://tnff-static.tnff.ca/tnff-2016/maccha-ko-sapana/sanjay-chaulagain.jpg","Previous Screening: 2014	Eka Deshma - Festival De' Contemporary Cinema, Kathmandu"
30,"Bhagyale Bachekaharu (Nepal Earthquake: Heroes, Survivors and Miracles) ","2016","Nepal","Documentary","2015",55,"Nepali with English Subtitles","Ganesh Panday","Sharada Gaire","This documentary is about the miracles that took place after the devastating twin earthquakes that struck Nepal in 2015. Incorporating live footages of the earthquakes, the heroic rescues, and interviews with survivors, the film provides a firsthand witness of the tragedy.","Mr. Ganesh Panday is a broadcast journalist and a filmmaker based in Kathmandu. Bhagyale Bachekaharu (Nepal Earthquake: Heroes, Survivors and Miracles) bagged the Best Documentary Award and Public Choice Award in Kathmandu International Mountain Film Festival (KIMFF) in 2015. His other documentaries include The Last Message, The Resurrected, and The Brave Sister.","https://tnff-static.tnff.ca/tnff-2016/bhagyale-bachekaharu/bhagyale-bachekaharu-6.jpg","https://tnff-static.tnff.ca/tnff-2016/bhagyale-bachekaharu/ganesh-panday.jpg","Previous Screenings and Awards:  Opening film of Kathmandu International Film Festival (KIMFF), December 10, 2015. Kathmandu International Film Festival (KIMFF) – Best Documentary Award and Public Choice Award, 14th December, 2015. More than 20 Screenings in Nepal. Kathmandu, Kaski, Chitwan, Baglung, Khotang, Kapilbastu, Tanahu, Gorkha, Lamjung, Nawalparasi ETC.  Nepalese Community in Australia (Sydney, Perth and Melbourne) Nepalese community for Malaysia Wisconsin University Madison, USA, Organized by Nepal Student Union- Madison.  City University New York, Organized by Collage for Mass Communication and Journalism.  Opening film of Kathmandu International Mountain Film Festival (KIMFF), 2015 10. Festival gorniskega Filma, Slovenia, 15 Feb, 2015 Noida International Film Festival, New Delhi, India, 7 Feb, 2015"
41,"The Contagious Apparitions of Dambarey Dendrite ","2015","Nepal","Short","2011",18,"Nepali with English Subtitles","Bibhusan Basnet and Pooja Gurung","Bibhusan Basnet and Pooja Gurung","The Contagious Apparitions of Dambarey Dendrite is a trippy but an innovative short film. Dambarey lives on the streets and among the piles of disposed waste of Kathmandu. In constant hallucination from sniffing glue, Dambarey turns invincible to outfox Kathmandu and its denizens.","Pooja Gurung and Bibhusan Basnet have been working on music videos and short films for the past 5 years. The Contagious Apparitions of Dambarey Dendrite is their first short film as a directing duo.","https://tnff-static.tnff.ca/tnff-2015/dambare-dendrite/damabarey-dendrite-2.jpg",,"Previous Screenings/Awards:  2014   Judges Special Mention in Fiction, Kathmandu International Mountain Film Festival  2012   Eka Deshma – Festival De' Contemporary Cinema"
42,"Savitiri ","2015","Nepali","Short","2013",13,"Nepali with English Subtitles","Sujit Bidari","Sujit Bidari","Savitri is a young middle class woman in Kathmandu with a mundane job of 'typist' in a banal government office environment. Restless with her monotonous life, her relationship with her jobless husband starts falling apart.","Sujit Bidari graduated from Oscar International College of Film Studies in Kathmandu.","https://tnff-static.tnff.ca/tnff-2015/savitri/savitri-1.png","https://tnff-static.tnff.ca/tnff-2015/savitri/sujit-bidari.jpg","Previous Screenings/Awards:  2014   Kathmandu International Mountain Film Festival"
43,"Kyar Kyar Pankha ","2015","Nepal","Short","2014",12,"Nepali and Tamang with English Subtitles","Pasang Dawa Sherpa","Pasang Dawa Sherpa","Kyar Kyar Pankha (translated as the squeaking table fan) beautifully uses the squeaking fan as a metaphor for the life of Sampat, who works in an electronic repair shop in the metropolis of Kathmandu.","Pasang Dawa Sherpa was born in Nepal, grew up in Himanchal Pradesh in India, and now lives in Nepal. He graduated from Oscar International College of Film Studies in Kathmandu. He worked as the Assistant Director for Dhanada (2013) and Antaraal (2013).","https://tnff-static.tnff.ca/tnff-2015/kyar-kyar-pankha/kyar-kyar-pankha-3.jpg","https://tnff-static.tnff.ca/tnff-2015/kyar-kyar-pankha/pasang-dawa-sherpa.JPG","Previous Screenings/Awards:  2014   Eka Deshma – Festival De' Contemporary Cinema  2014   Kathmandu International Mountain Film Festival"
40,"Red Monsoon ","2015","Nepal","Docudrama","2013",88,"Nepali with English Subtitles","Eelum Dixit","Ajaya Upadhaya and Ruth Moe","Red Monsoon is a domestic drama that revolves around the lives of characters based in and around Lalitpur in Nepal. The film brings to screen the tangible and intangible effects that the existing hierarchical and patriarchal society might have on particularly the women and the youth of society. The film was adapted from an unpublished short story called Sharan, which was written by Karuna Sharma.","Eelum Dixit graduated with B.A. from Sarah Lawrence College in New York, where he focused primarily on stage and film acting and directing. After graduating from Sarah Lawrence in 2009, Dixit worked in the theatre scene in New York City and Connecticut for six months, before deciding back to Nepal. From 2010 to 2012, Dixit directed and acted in various theatre productions including Othello, A View from the Bridge, The Glass Menagerie, and Exit the King. Red Monsoon is his first feature length film.","https://tnff-static.tnff.ca/tnff-2015/red-monsoon/red-monsoon-3.jpg",,"Previous Screenings and Awards:  2013   Mumbai Film Festival  2013   San Juan International Film Festival  2013   Kathmandu International Mountain Film Festival  2014    Festival du Film d'Asie du Sud Transgressif"
47,"Soongava - Dance of Orchids","2014","France, Nepal",,"2012",85,"Nepali and Newari with English Subtitles","Subarna Thapa","Subarna Thapa","Soongava – Dance of the Orchids is the official selection to represent Nepal for the 86th Academy Awards for Best Foreign Language film. The film centres on the romance of the two young modern Kathmandu women Diya and Kiran that gets entangled in the harsh societal constraints. Magnificently crafted, the film is sensual and emotional like two beautiful orchids in bloom.","Subarna Thapa is a graduate in dramatic arts from Ecole Florent, Paris. His first short film, Malaamee (Funeral) was screened in first TNFF (2010) and also broadcasted on France 3 Television. Soongava - Dance of the Orchids is his first feature length film. Chhora (2013), his third film was filmed in France.","https://tnff-static.tnff.ca/tnff-2014/soongava/soongava.jpeg",,"Previous Screenings:  2012   Hamburg Film Festival 2013   Inside Out Toronto LGBT Film Festival 2013   Palms Springs International Film Festival 2013   The Rochester LBGT Film & Media Festival 2013   Bologna Lesbian Film Festival"
49,"Indreni Khojdain Jada (Chasing Rainbow)","2014","Nepal","Docudrama","2013",90,"Nepali with English Subtitles","Sahara Sharma","AbhiManyu Dixit","This fiction drama centers on the life of three siblings who have migrated to Kathmandu - centre of the Nepali universe. The siblings are young, modern, educated, fun loving, and usually full of life, but with limited access to materialistic privileges. This small budget film abandons cinema’s traditional dramatic motifs and uses handheld shots and improvised dialogues successfully blurring the lines of cinema and real life. It is a touching and telling story of youth, family, migration and dreams that get entangled in the urbanized and globalized Kathmandu.","Sahara Sharma, a twenty-five year old filmmaker had previously tried her hands in music videos and short films. Her film ‘By My Troth' was selected as one of the top 5 films in the Tony Blair Faith Shorts - a world wide short film competition in 2012. She has also directed short films for MTV Staying Alive. Before venturing into films, she was a full time journalist with Republica - an English National Daily published from Kathmandu for more than 2 years. Chasing Rainbow is her first feature film.","https://tnff-static.tnff.ca/tnff-2014/indreni-khojdai-jada/indreni-khojdai-jada.jpeg",,"Previous Screening:  2013   Kathmandu International Mountain Film Festival"
51,"The Sound of One Leg Dancing ","2014","Uganda, Nepal","Documentary","2011",30,"Nepali with English Subtitles","Dila Dilman","Dilman Dila and Reiza Dejito","This film is about Mina, who lost one of her legs at a young age in a domestic accident. Mina comes from a meager farming family in the western Nepal. Despite her disability, she is an exceptionally gifted dancer. The film follows her as she goes to compete in a dance competition. She enters the final stages of the competition in Kathmandu after excelling in the regional competition. Filled with beautiful dance choreography and Nepali folk music, this film is about Mina dancing her dreams to the fullest.","Dilman Dila is a Ugandan writer, filmmaker, and a social activist. He started his film career with What Happened in Room 13 (2007). The Young Ones Who Won’t Stay Behind (2008) was in collaboration with filmmaker Mira Nair. He lived in Nepal for two years, during which he made several documentaries including Untouchable Love (2011) and The Sound of One Leg Dancing (2011), for which he won the Jury Award at the Nepal International Indigenous Film Festival in 2012. His first narrative feature is The Felistas Fable (2013).","https://tnff-static.tnff.ca/tnff-2014/the-sound-of-one-dancing-leg/the-sound-of-one-dancing-leg.jpeg",,"Previous Screenings and Award:  2012   Nepal International Indigenous Film Festival – Jury Bronze Drum Award 2012   Kathmandu International Mountain Film Festival 2012   Amakula Kampala International Film Festival"
59,"Bhutharuko Dushman","2013","Nepal","Documentary","2011",9,"Nepali with English Subtitles","Lajim Budha and Rajendra Budha Magar","Lajim Budha and Rajendra Budha Magar","This fascinating documentary is set in the Dhorpatan region, in western Nepal. It follows the traditional rituals followed by the Nishi village community. Local shamans and his entourage of Kapais (youth who have received Mantra from the shamans) perform shamanistic rituals to fight off the ghosts of the people that were killed in a local battle centuries ago. ","Lajim Budha and Rajendra Budha Magar are independent documentary filmmakers. They are teaming up to make other films: In Search of Market, Pastoral Life and Mobile Bank.  ","https://tnff-static.tnff.ca/tnff-2013/buthharuko-dushman/EnemyOf+Ghosts.jpg",,"Previous Screening and Awards:   6th Nepal International Indigenous Film Festival, 2012 "
50,"Nabhaniyeko Katha (The Untold Story)","2014","Nepal","Documentary","2013",15,"Nepali w/ English subtitles","Loonibha Tuladhar","Pramod Karki","During the ten-year Maoist insurgency, many human rights were violated, both by the government and the rebel forces. This powerful documentary is based on an incident in March 2006 when an eighth grade student was accused of being a Maoist and taken into custody from her home by the Nepal Army. She was wrongfully imprisoned for thirty-eight days and her life has changed forever. Of the many untold stories from the conflict period, this is a courageous narrative of a young Indigenous woman from the southern plains as she looks forward to life.","Loonibha Tuladhar studied acting and directing at The Maharaja Sayajirao University of Baroda in India. She is also one of the participants of the first Directing Workshop for women Indigenous filmmakers by the Indigenous Film Archive in Kathmandu. Her first film was Samali(The Escort) produced in 2008 and her second film Buwegu Manatuna (The Spinner of Flights) bagged an Encouragement Award at the Nepal International Indigenous Film festival in 2011. The Spinner of Flights was also screened at TNFF 2012 and at the ImagineNative Film + Media Arts Festival in 2011.","https://tnff-static.tnff.ca/tnff-2014/nabhaniyeko-katha/nabhaniyeko-katha.jpeg",,
55,"This is My Life ","2014","USA","Documentary","2009",21,"Tibetan, Nepali and English with English Subtitles","Amber Bemak","Amber Bemak, Chogyur Lingpa Foundation","According to the 2001 Nepali census, 9% of Nepalis are Buddhists. This touching short documentary follows two teenage monks, Tsultrim Namgyal and Ratna Mangalam who left their homes in rural Nepal at a young age and came to study the Buddhist Dharma in Kathmandu. As residents of Riwoche Monsatary and Vajra Varahi Monastery, they study Nepali, Tibetan, English, Mathematics, and Dharma among other things. The film enlightens why these young boys chose their respective paths. ","Amber Bemak is a video artist, documentary filmmaker, and a media educator. She has worked internationally in India, Nepal, Kenya, Mexico, Tibet, and the United States. Her work has been shown at film festivals in over twenty countries, museums, community film screenings, Buddhist monasteries, and universities including the Rubin Museum of Art, the Washington Post Online, Brooklyn Museum’s Elizabeth A. Sackler Centre for Feminist Art, and dOCUMENTA13. Amber holds an MFA from the School of the Art Institute of Chicago. ","https://tnff-static.tnff.ca/tnff-2014/this-is-my-life/this-is-my-life.png",,
57,"In Nepal, Exiled Each Month","2014","USA","Documentary","2013",4,"Nepali with English Subtitles","Allison Shelly​","Allison Shelley/The New York Times ","In far-western hills of Nepal, an age-old tradition called ‘Chaupadi’ is still practiced today. Rooted in Hinduism, this shameful practice involves girls and women leaving their homes during menstruation to live in a ‘Goth,’ usually a small and shabby hut. This beautifully shot, New York Times produced documentary sheds light on the issues around ‘Chaupadi.’ ","Allison Shelley is a documentary photographer and multimedia creator.  Previously director of photography for Education Week newspaper and staff photographer for the Washington Times, Allison is co-director of the Women Photojournalists of Washington and teaches Photojournalism in graduate program at the Corcoran College of Art and Design.  Her projects have been supported by the Pulitzer Centre, the White House News Photographers Association and the International Reporting Project.  ","https://tnff-static.tnff.ca/tnff-2014/in-nepal-exiled-each-month/in-nepal-exiled-each-month.jpeg",,"Previous Screenings   2013The New York Times website   2013Pulitzer Centre Film Festival "
58,"Bansuli","2013","Nepal","Documentary","2012",15,"Khasg and Nepali with English Subtitles","Min Bahadur Bham","Nischal Basnet and Devaki Rai","“When will a train from Karnali to Bombay commence?    Fate’s game, unfulfilled will remain heart’s yearning.    Oh ... Karnaili’s flood ... when will you reach Bombay?”      Set in a village in the mountainous Jumla in far western Nepal, this stunning film takes place during the first elections in Nepal after the Maoist conflict period. Soulful flute melodies and the constantly flowing waters of Karnali intertwine to tell a poignant story of young Bijuli, and of love, migration, separation and longing. ","Min Bahadur Bham is Assistant Professor at the Oscar International College of Film Studies program of Tribhuwan University in Kathmandu. He is also the President of Independent Film Society of Nepal, and Programming Director of Ekadeshma Film Festival. ","https://tnff-static.tnff.ca/tnff-2013/bansuli/Bansuli.jpg",,"Previous Screening and Awards:   69th Venice International Film Festival, 2012   Kathmandu International Mountain Film Festival, 2012   Ekadeshma Film Festival, Kathmandu, 2012 "
53,"Sakhi ","2014","Nepal","Documentary","2011",25,"Nepali, Tharu, and Awadhi with Nepali Subtitles","Mohan Rai & Santosh Regmi","Association of International NGOs in Nepal (AIN)/Mohan Rai","This short documentary is based on incidents that occurred in 2012 in a small village in the southern plains of mid-western Nepal during the Maoist insurgency. Two communities, Yadavs and Tharus who were in opposing sides during the insurgency have not reconciled their differences yet. Amidst the complex village politics, two best friends, one from the Yadav community and the other from Tharu community, struggle to keep their friendship and dreams alive.","Mohan Rai is trained in the Academy of Audio-Visual Arts and Sciences in Kathmandu and then in Asian Academy of Film and Television in India. He is a filmmaker who believes in the power of film to empower, educate, and inspire. Santosh Regmi is a documentary filmmaker and a journalist with Radio Nepal.","https://tnff-static.tnff.ca/tnff-2014/sakhi/sakhi.jpeg",,
54,"Awakening","2014","Nepal","Animation","2012",6,,"Deepak Limbu","Pranaya Ratna Shakya","Inspired from the filmmakers’ visit to the historic city of Bhaktapur located in Kathmandu valley, this imaginative animation tells a tale of a city under barbaric siege. With brilliant use of drawings, colours and architectural forms, the animation paints a beautiful picture of human awakening","Deepak Limbu is an artist, who has been working in animation for the past eight years. Pranaya Shakya comes from a graphics design background. Deepak and Pranaya joined hands to form Escape Animation, which is based in Kathmandu.  ","https://tnff-static.tnff.ca/tnff-2014/awakening/awakening.png",,
